,course_code,course title,description,curriculum_category,rank 1 competency,rank 2 competency,rank 3 competency,rank 4 competency,rank 5 competency,rank 6 competency,rank 7 competency,rank 8 competency,rank 9 competency,rank 10 competency,Rank 1 Competency Similarity Score,Rank 2 Competency Similarity Score,Rank 3 Competency Similarity Score,Rank 4 Competency Similarity Score,Rank 5 Competency Similarity Score,Rank 6 Competency Similarity Score,Rank 7 Competency Similarity Score,Rank 8 Competency Similarity Score,Rank 9 Competency Similarity Score,Rank 10 Competency Similarity Score
120,CSP2C01,Principles and Techniques of Electrofishing (Online),"PLEASE READ IMPORTANT COURSE INSTRUCTIONS AFTER THE COURSE DESCRIPTION This class builds knowledge and skills that will enable biologists to increase the standardization and efficiency of electrofishing sampling whileoperating in a safer manner. Participants learn how to apply electrical circuit and field concepts to various challenges related to sampling,equipment performance, selection of suitable equipment, equipment trouble-shooting, fish injury, and safety. OBJECTIVES:Improve standardized sampling and efficiency by developing power/power density goal settings (power and electric field standardization),manipulating waveform attributes (type, frequency, duty cycle, voltage, etc.), evaluating electrode design and placement; and incorporatingefficiency factors in sampling designs;Evaluate equipment by estimating effective operating range across water conductivities based on equipment specifications, electroderesistance, and power required for successful electrofishing;Evaluate equipment by considering waveform control, metering, and safety features;Operate electrofishing equipment safely;Develop a safety program for staff;Use a fish injury risk model to assess and minimize electrofishing-induced fish injury;Evaluate the usefulness of catch per unit effort data to detect trends;Describe a process to estimate capture probabilities and then use these estimates to adjust catch per effort data to abundance estimates;andUnderstand and apply concepts presented in the electrofishing literature.TUITION INFORMATION: The tuition charge for this course is $50. Tuition is paid for FWS and NPS employees (no payment required). For all others (external applicants),tuition must be paid prior to beginning the course in Moodle. To pay the tuition, click on the link below and complete the form to purchase a $50self-study course.  https://pay.gov/public/form/start/73282193 **External training applications/submissions in DOI Learn will not be approved until payment is made. Questions related to this process may beemailed to nctc_training@fws.gov. HOW TO ACCESS THE COURSE CONTENT: Once your request for the course has been submitted and approved, the course link will open a Moodle site for you. When the site opens, followthese steps:  1) Click 'Log in as a guest'2) You will be directed to the Principles & Techniques of Electrofishing course contentIMPORTANT: To complete the course, you must go back in to DOI Learn after you have reviewed the content (in Moodle) and take the 'Principlesand Techniques of Electrofishing Final Exam'. When this is passed with an 80%, you will have completed the course and will be able to print yourcertificate.SUGGESTED SOFTWARE:Word, PowerPoint and Excel 2010 (works best)Adobe Acrobat ReaderPopTools can be downloaded here: www.poptools.org",Aquatic Species Biology and Conservation,Principles of Accounting,Information Resources Strategy and Planning,Principles of Finance,Fluid Dynamics and Mechanics,Engineering and Technology,Cost Estimation and Analysis,Technical Competence,Modeling and Simulation,Software Testing and Evaluation,Restraint and Self-defense,0.34497273,0.285241902,0.264005005,0.22743122300000002,0.221480221,0.21396748699999998,0.20684339100000002,0.193078876,0.18890050100000003,0.180051565
121,CLM8123,Partnership and Community Collaboration: Managing by Network,"Target Audience: Field managers, program leads, or specialists with current partnership or community collaboration responsibilities.  Summary and Objectives: This course is an interagency applied learning course designed for federal managers, specialists, or frontline supervisors involved in partnership and community collaboration. Curriculum centers on the 22 partnership and community collaboration competencies defined by the Office of Personnel Management. Participants will learn how to strengthen formal and informal partnerships, foster community stakeholder engagement, and explore practices and build skills with their interagency peers. The 6-month course, from January to June, includes 17 2-hour webinars. Each month, seminar groups meet weekly via webinar for 3 weeks, followed by study hall activities in week 4. During webinars, the contracted lead instructors—along with guest instructors from public agencies, the private sector, and the nonprofit community—share knowledge and insights on partnerships management, covering topics such as collaborative leadership, entrepreneurship, ethics, evaluation, managing agreements, negotiations, and partner cultural awareness. Visit the website for course materials, instructional videos, case studies, and more: http://www.partnership-academy.net/.  Upon completion of this course, participants will be able to: •Create or strengthen an internal and external network of individuals and organizations to advance the mission of the agency;•Build trust with external partners using collaborative leadership, partnership leverage, and partner cultural awareness;•Sustain partnership accountability using external awareness and communication skills, including collaboration, conflict management,facilitation, persuasion, and negotiation;•Develop, monitor, and evaluate formal partnership agreements and projects that rely on a mix of federal and non-federal funding; and •Recognize the intent of agency policies and practices related to partner fundraising and donation activities.HOW TO APPLY: Selection of participants in this interagency course is determined through an application process. Please discuss attendance with your supervisor before applying. Application opens in October and will be accepted until November 1. You will be notified of your selection in December.  DO NOT APPLY HERE. To apply for this course, go to: http://www.partnership-academy.net/managingbynetwork/. For more information on this course, please contact your agency training staff. U.S. Fish and Wildlife Service employees, contact Nancy Zapotocki: nancy_zapotocki@fws.gov. NATIONAL SCHOLARSHIPS: The Bureau of Land Management, U.S. Fish and Wildlife Service, and U.S. Forest Service are Managing by Network cohost agencies. A limited number of National Scholarship seats are funded by each of these agencies. Selected applicants from these agencies will receive a National Scholarship, allowing those selected participants to attend with no direct costs to their work units. Applicants not selected for a scholarship seat may seek enrollment through open seating and would need to be funded by their work unit.",Human Dimensions,Partnering,Stakeholder Management,Team Building,Fire Management,Interpersonal Skills (*),Client Engagement/Change Management,Teamwork,Conflict Management (‡),Acquisition Strategy,Oral Communication (*),0.249989748,0.22085712899999999,0.18318468300000001,0.175847411,0.17434734100000002,0.172752082,0.17264495800000002,0.165928692,0.165257484,0.16324967099999999
122,SAF4NM2,MOCC - Non-Motorized Module,"NOTE: The US Fish and Wildlife Service’s MOCC- Non-Motorized Boat Operator Certification Module is scheduled through the Regional Watercraft Safety Coordinators. Please follow the link to view the class dates/locations and the contact person for your region. DO NOT SUBMIT AN APPLICATION THROUGH DOI LEARN FOR THIS COURSE.  Summary and Objectives:  The NMM minimum standards are for introductory courses on the safe operation of non-motorized watercraft.  Since water conditions and boat-types vary widely, NMM’s can be tailored to the conditions and boats the operator is expected to encounter on the job.  Completion of the MOCC is not a prerequisite for the NMM.Upon completion of this class, participants will be able to:•Describe water dynamics and explain how it will affect non-motorized watercraft.•Discuss non-motorizedwatercraft, their applications, and maintenance requirements.•Provide operators with practical safety training pertinent to the watercraft and environmental conditions in which the watercraft is operated.•Discuss the safety factors to consider when operating non-motorized watercraft.•Avoid common problems encountered on water, and practice how to deal with them if not avoided.•Perform common maneuvers & emergency procedures in non-motorized watercraft.Target Audience: Any person operating non-motorized Service watercraft.",Safety and Emergency Response,Fishery Biology,Vehicle Operation,Entomology,Wildlife Biology,Public Planning,Astronomy,Mine Safety and Health,Customer Service (*),Technical Competence,Operations,0.24654810100000002,0.23594020300000001,0.218726292,0.201795682,0.19732758399999997,0.19373911600000002,0.190463498,0.18352595,0.183169544,0.182789326
123,CLM8227,Foundations in Public Participation,"Public involvement and community engagement are constantly evolving due to ongoing changes in demographics, people's attitudes andexpectations, and public policy.  Both new and experienced practitioners and managers of community engagement will benefit from the structure,proven techniques, and knowledge learned in this highly interactive training course. This course will provide participants with the knowledge andconfidence needed to plan and execute projects that include public involvement and community engagement.  The course is divided into twomodules, each focusing on one of the two major phases of public communication and participation: planning and techniques.OBJECTIVES:Upon completion of this course, you will be able to:Evaluate the scope of a decision and identify the processes neededIdentify the decision steps, including timing and needed resourcesEstablish roles and responsibilities of the primary partiesDevelop a comprehensive, decision impact analysis to identify the stakeholder community, their concerns, and hopes for optimal communityengagementSelect the appropriate level of public participationSet clear and achievable objectivesDevelop a detailed public participation planPlan for public communications initiatives that support the processIdentify appropriate evaluation tools to measure the effectiveness of the initiativeApply over 40 practical tools and methodologies to a public participation processEstablish and maintain effective internal and public communication throughout the processTARGET AUDIENCE: Conservation professionals whose projects involve public involvement and community engagement.",Human Dimensions,Public Service Motivation,Public Planning,Stakeholder Management,External Awareness (‡),Acquisition Strategy,Client Engagement/Change Management,Employee Development,Strategic Thinking (*),Teamwork,Interpersonal Skills (*),0.36648914200000005,0.350840211,0.28310281,0.255229294,0.253522038,0.238502324,0.226659179,0.222596243,0.220032096,0.214873061
124,OUT8045-Online,Supervising Young Adults in Conservation - Online,"Supervising young adults in seasonal and internship positions can be a new and challenging experience for even the most seasoned ofsupervisors; it requires knowledge and understanding of an emerging workforce eager to gain experience and skills in their fields of interest. It alsoinvolves developing meaningful jobs, setting expectations and mentoring young people, especially around developing work ethic andprofessionalism. This previously recorded webinar, led by highly knowledgeable Student Conservation Association (SCA) staff possessing practicalhands-on experience working with and supervising young adults in both field-based and office environments, will relate critical thinking to commonissues and situations often faced by supervisors working with young adults aged 16-25 years. Participants are given 90 days to complete thisonline self study course.",Leadership and Supervision,Wildlife Biology,Teaching Others,Teaches Others,Fishery Biology,Technical Competence,Learning,Systems Life Cycle,Human Capital Management,Managing Human Resources,Interpersonal Skills (*),0.272404283,0.271907866,0.256747663,0.227540642,0.21479541100000002,0.21431657699999998,0.21317574399999997,0.21005260899999997,0.20702818,0.205394596
125,CSP2132,Rotenone and Antimycin Use in Fish Management,"This four and one-half day training provides a foundation for the planning and execution of a fish sampling/control/eradication project usingthe fish management chemicals rotenone and antimycin.Topics include:product chemistry & toxicology;application, monitoring, & neutralization techniques;applicator safety;integration with fisheries management or conservation plans;species sensitivities;pre- & post-project monitoring;safety;public involvement & education;environmental laws;project planning;environmental effects analysis;project implementation & management; andcrisis management strategies.Application techniques are practiced in hands-on laboratory and field exercises. Successful completion of a final exam will give theparticipant a certificate of completion.Objectives:Develop strategies for fish removal that reflect sensitivities of target species, characteristics of the piscicides, and importantenvironmental conditions;Explain piscicide label contents and requirements;Safely execute a rotenone or antimycin treatment;Characterize effects of piscicides on target and non-target organisms;Identify and describe key environmental laws, regulations, and processes/procedures to ensure compliance with ESA, FIFRA,NEPA, and individual state regulations;Develop public involvement, application, neutralization, monitoring, and safety plans; andImplement application and neutralization techniques for flowing and standing waters that avoid or minimize environmental impacts.Target Audience: The course is designed for fish biologists who must manage or supervise the planning and execution of a fish sampling/control/eradicationproject using rotenone or antimycin.",Habitat Assessment Restoration and Management,Rangeland Management,Fire Management,Fishery Biology,"Grants Management Laws, Regulations, and Guidelines",Client Engagement/Change Management,Forest Management,Entomology,Change Management,Acquisition Strategy,Stakeholder Management,0.347531855,0.300217032,0.29493856399999996,0.26588577,0.26089561,0.24933372399999998,0.248836875,0.24789482399999999,0.235215649,0.233237028
126,OUT8050-Online,Mentoring the Next Generation - Voices of Experience - Online,"As you view this previously recorded webinar, you will hear the ins and outs of mentoring as a panel of experienced mentors and menteesanswer questions and provide suggestions for ensuring a productive mentor-mentee relationship. Then apply the insights you've gained to your own mentoring practices to build a more open, inclusive, and trusting relationship with yourmentee(s).  This online self study training builds on the course OUT8081 and focuses on trouble-shooting challenges in a mentoring relationship. Coursecompletion awards annual diversity training credits of 2½ hours to participants scoring 80% or higher on the final assessment.  Objectives: Upon completion of this course, you will be able to:    Describe at least one method for clarifying the scope/limits of the mentor’s role;Describe at least one way to overcome identified barriers;Describe at least two proactive methods for addressing a mentee’s unrealistic expectations;Describe how other mentors have addressed long-distance challenges;Describe at least one method for correcting a misunderstanding with a mentee that was due to a difference in culture;Identify and address instances when a mentee crosses a boundary;Describe at least one process for making a 'course correction' when a relationship starts off badly; andDescribe when it is best to end the relationship prior to the initially agreed upon end date.Target Audience: DOI employees who are currently serving as mentors to young adults, or those who are interested in exploring such arelationship. Participants are given 90 days to complete this online self study course.",Leadership and Supervision,Teaches Others,Teaching Others,Interpersonal Skills (*),Stakeholder Management,Technical Competence,Learning,Systems Life Cycle,Oral Communication (*),Acquisition Strategy,Entrepreneurship,0.31398198,0.31211310600000003,0.258476347,0.205844969,0.20305843699999998,0.198322177,0.18543244899999997,0.170405447,0.159512371,0.158045858
127,CLM725C,Twitter for FWS Employees,"This online, self-paced course is designed to help those who want to start and manage a Twitter account for their FWS field station, office, orprogram. This course will show you how to use Twitter, a powerful social media communications tool, to connect with your audience. You will learnhow to use some of Twitter’s most popular features as well as best practices about how to create tweets, time and schedule your tweets, andmeasure your success.Upon completion of this course, you should be able to: Know why the Service is on Twitter, who our key audiences are, the FWS social media structure, and how you can be a part of it.Properly use and maximize Twitter’s features (@mentions, hashtags, retweets, modified tweets, favorites, lists)Create tweets using various types of information and different sources.Create a shortened hyperlink using bit.ly and be able to track stats from it.Time and schedule your tweets.Know what measurements to track, how to analyze the data, and make changes based on that analysis.Know the answers to some of the most frequently asked questions about Twitter.To take the course, follow the steps below : 1. Click either the course name at the top of this description or the Details button to view the Details screen.2. On the Details screen in the right-hand corner, you will see an Enroll button. Click the Enroll button.3. Scroll down to Course link, and click on the Activity Name http://nctc.fws.gov/courses/clm/clm725c/content/resources/index.html4. The course will open in a new window.After completing the course, if you would like to receive a course completion certificate and credit in DOI Learn for the course, you will need to takethe assessment. To access the assessment: 1. Click either the course name at the top of this description or the Details button to view the Details screen.2. Scroll down to Course Activities, and click on the Activity Name 'Twitter Assessment.'3. Complete the assessment.4. Once you have successfully completed the assessment with an 80%, exit the assessment. To print a certificate, click the Print Certificatebutton in the right-hand corner of your screen. Or you can print a certificate from your DOI Learn Home screen by clicking the PrintCompletion Certificates: Elective Training icon.",Communications,Employee Development,Manages Human Resources,Employee Benefits,Employee Relations,Workforce Planning,Information Management,Managing Human Resources,Stakeholder Management,Manages and Organizes Information,Client Engagement/Change Management,0.235651463,0.195981264,0.194582015,0.18691647100000003,0.181536555,0.18033066399999997,0.17453353100000002,0.174373955,0.174285918,0.170413733
128,LED5029,Leading At The Speed Of Trust (FWS),"Please be aware that when this course is offered at NCTC, it is always offered back to back with either the 2 day Crucial Conversations course orthe 2 day Inspiring Leadership Through Emotional Intelligence course. As long as you are on campus attending this 2 day course, it is suggestedthat you attend a second course as well.Leading At The Speed Of Trust is a 2 day workshop that raises trust from an often ignored asset or liability to a strategic advantage in your workstation and organization. Working with others at the speed of trust dramatically lowers costs, speeds up results, increases influence and outcomes.This highly interactive workshop engages leaders and employees at all levels in the real work of identifying and closing trust gaps that exist in yourorganization. Instead of paying outrageous Trust Taxes, you can begin to realize Trust Dividends. Objectives:  Choose to make building trust an explicit goal of your work;  Learn how others perceive your credibility from a personal tQ 360 degree assessment report; Understand the real and measurable trust taxes you may be paying without realizing it;  Change trust taxes to trust dividends;Develop 'Trust Action Plans' to build trust accounts with all stakeholders;Begin using the language of Trust asan important cultural lever. Target Audience:  Leaders, supervisors, managers and any employee interested in developing trust with others and within their organization.",Leadership and Supervision,Interpersonal Skills (*),Integrity/Honesty (*),Perceptual Speed,Performance Management,Vision (‡),Stakeholder Management,Risk Management,Teaches Others,Organizational Performance Analysis,Self-Management,0.171021864,0.169429153,0.15771643800000001,0.157677934,0.154755771,0.147937357,0.14432197800000002,0.14399685,0.136167437,0.135948718
129,CSP1104,Conservation Biology and Modeling,"Target Audience: Federal employees and graduate students engaged in natural resources conservation who wish to apply conservation biology and modeling principles to improve the management of natural resources. This course builds skills in the Biological Planning and Conservation Design components of Strategic Habitat Conservation.  Summary and Objectives: Conservation biology is a highly interdisciplinary science that focuses on conservation of biological diversity at the gene, population, species, ecosystem, and landscape levels. This online course will emphasize some of the crucial components of preserving biodiversity, primarily the ecological and evolutionary dimensions of conservation. In this study, we will cover population viability analysis, metapopulation and source-sink dynamics (including ecological traps and edge effects), principles of conservation genetics, recognizing critical habitats, and reserve design. These concepts and others will be explored and applied through a series of modeling exercises and spreadsheet homework assignments. This learning experience combines video lectures, spreadsheet model development and use, three virtual classroom discussions (will be recorded if you are unable to attend), participant discussion boards, readings, and instructor interaction.  Upon completion of this course, participants will be able to: Define key terms: Conservation Biology, Biodiversity, and Population Ecology; • Demonstrate how ecological and evolutionary principles are applied to solving conservation problems; • Apply critical reasoning skills to assessment, analysis, and synthesis of conservation problems and solutions; • Identify linkages among conservation problems across biological (genes to landscapes), temporal, and geographical scales; • Demonstrate proficiency in tools used in conservation biology, including population modeling, population viability analysis, modeling • and accounting for genetic deterioration, calculation of effective population size and design and management of protected areas or reserves; Display competence in Excel, including familiarity with basic functions, use of macros, and use of simulation modeling; • Differentiate between populations and metapopulations and recognize different landscape effects on populations; • Explain Island Biogeography and relate this ecological theory to processes in population dynamics; • Extrapolate the importance of genetics to Conservation Biology. •",Habitat Assessment Restoration and Management,Wildlife Biology,Fishery Biology,Entomology,Botany,Modeling and Simulation,Ecology,Biology,Soil Science,IT Modeling and Simulation,Horticultural Sciences,0.576408029,0.528858304,0.455325305,0.42926836,0.424097061,0.39768159399999997,0.389864713,0.355341762,0.340390861,0.33913564700000004
130,CSP3275,Functional Framework for Stream Assessment and Restoration,"This course offers a framework for assessing stream functions to individuals involved in stream assessment and restoration/mitigation projects. The framework can be used for pre- and post- restoration conditions on restoration/mitigation sites. The framework can also be used on streams not associated with restoration activities, like a proposed impact site. In this case, the assessment would establish baseline conditions or a description of functions that may be lost due to the permitted impact. In addition to providing functional assessment techniques, this course also provides suggested performance standards where possible and may be used as a template for IRTs when developing stream assessment protocols and performance standards for their stream mitigation Standard Operating Procedures (SOP). A combination of lecture, field sessions, and classroom exercises will provide practical experiences in evaluating stream functions as related to assessment and restoration/mitigation projects.  Objectives: • Provide a hierarchical framework for assessing stream functions. Key functions include hydrology, hydraulics, geomorphology, water quality, and biology are presented. • Provide example performance standards for key parameters that can be used to directly or indirectly measure a function. • Describe methods that can be used to measure key performance standard parameters. • Use class room exercises to gain understanding and experience on measuring key performance standard parameters. • Discuss the application of the hierarchical framework in the field, while assessing impaired streams and evaluating completed stream restoration projects • Discuss how the functional hierarchy can be used to create stream debits and credits for compensatory mitigation. • Provide a case study showing how a functional assessment may be applied to a stream restoration project. Target Audience: Field staff involved in the development and review of stream assessment and restoration/mitigation projects.",Habitat Assessment Restoration and Management,Modeling and Simulation,Systems Testing and Evaluation,Organizational Performance Analysis,Requirements Analysis,IT Modeling and Simulation,Information Resources Strategy and Planning,Software Testing and Evaluation,Cost Estimation and Analysis,Information Technology Performance Assessment,Planning and Evaluating,0.299889594,0.28921651800000003,0.27992624,0.27237459999999997,0.26349315,0.26018565899999996,0.25475806,0.251999021,0.251713604,0.246383548
131,CSP3129,Inland Oil Spill Response for DOI,"S  U  T Target Audience: Department of Interior personnel whose responsibilities include overseeing, planning or participating in an inland spill response.  ummary and Objectives: The purpose of the training is to prepare agencies within the Department of the Interior to plan for and respond to inland oil spills. Participants learn agency roles in inland oil spills affecting resources under the trusteeship of the Department of the Interior. Response procedures are described for inland and freshwater environments. Emphasis is placed on planning for an emergency response and coordinating the multi agency response within the Incident Command System as led by EPA.  opics covered include: regulations under OPA 90; Area Contingency Plans; NRDA response coordination; science of oil spills; shoreline cleanup assessment technique (SCAT); health and safety requirements for spill response; wildlife rescue and rehabilitation operations; and emerging risks. An in-depth Incident Command System (ICS) spill drill exercise will expose participants to several roles in all aspects of coordination, communication, and decision making using guidelines and authorities of ICS. Working effectively with Tribes and State partners will be emphasized. Participants with current HAZWOPER certification can obtain their required OSHA 8-hour refresher training for hazardous waste workers during this course.  pon completion of this course, you will be able to: Identify DOI roles and responsibilities during oil spill response • Describe the principles and basic structure of the Incident Command System (ICS) and Unified Command (UC) and how DOI responders • integrate into the system Using OSHA requirements, determine safety and PPE requirements for DOI responders • Identify oil properties, behavior and environmental fate & effects • Assess the spill using the Shoreline Cleanup Assessment Technique (SCAT) • Identify on-water response strategies and environmental cleanup methods and endpoints • Develop sampling plan for ephemeral data collection • Collect environmental samples • Demonstrate spill-response reporting procedures required by the Department of the Interior •",Safety and Emergency Response,Fishery Biology,Hydraulic Engineering,Petroleum Engineering,Hydrology,Wildlife Biology,Soil Science,Geotechnical Engineering,Fire Management,Accident Investigation,Rangeland Management,0.251905262,0.24264341600000003,0.240562618,0.23121807,0.225131065,0.21534673899999998,0.211679235,0.210609734,0.20519360899999997,0.202780545
132,CLM3167,Critical Writing/Critical Thinking,"This intensive, hands-on writing course is designed to achieve excellence in writing through clarity in thinking. Critical thinking involves evaluating information to reach a well-justified decision or recommendation and critical writing is the clear, unambiguous communication of your information. The goal of this course is to develop your skills as a writer and editor/reviewer in order to make FWS policy and science writing clear, well- organized, persuasive, and logical.  OBJECTIVES:  Engage the various stages of the writing process (invention, arrangement, selection, writing, revision, and editing) when composing documents. Consider the essential elements of content, organization, tone, and clarity when writing. Construct sound, logical, and compelling arguments. Develop, organize, and link ideas resulting in clear, persuasive, and logical writing. Use critical thinking skills to differentiate between fact and opinion, identify author bias, develop inferential skills, and recognize logical fallacies and faulty reasoning. Apply simple techniques (such as the IRAC format) that make your documents analytical, reasoned, and understandable. Write well-organized sentences, paragraphs, and documents using proper conventions with reference to legal and biological standards. Apply grammar, sentence structure, and plain language rules. Diagnose problems in writing samples and determine improvements that could strengthen the piece. Edit and revise your writing so that it is concise, contains relevant information, and is free of errors.  TARGET AUDIENCE:  This course is designed for individuals who are competent in basic writing skills but are interested in strengthening their ability to communicate through their government writing. This class is designed for technical staff who want to construct more compelling, logical, and persuasive arguments and whose job it is to write or review a variety of regulatory program documents, including findings, decision documents, technical reports, recommendations, comment letters, informational documents, and planning documents. This course does not cover how to write journal articles for publication in scientific journals. For this type of training, please see Scientific Writing for Publication – Course and Clinic (CSP3182).",Communications,Writing (*),Writing (†),Mental Visualization,Creative Thinking (†),Creative Thinking (*),Reasoning,Vision (*),Strategic Thinking (*),Oral Communication (*),Written Communication,0.38983154299999995,0.38924497399999997,0.37845265899999997,0.35988736200000004,0.35815990000000003,0.348054171,0.33519426,0.320021868,0.31222581899999996,0.305531561
133,CLM2113-Online,National Wildlife Refuge Appropriate Use and Compatibility Determination,"Appropriate use and compatibility are two core concepts for managing our National Wildlife Refuge System as a network of lands and waters setaside for the conservation of fish, wildlife, plants, and their habitats. This self-paced, online training course offers you an understanding and basicknowledge of the authorities and mandates that establish the appropriate use and compatibility standards.As you hike along the virtual trail, you will determine if a proposed use is appropriate and if it requires a compatibility determination. Watch yourscreen for the blue goose! When you see this, it’s an opportunity to earn a stamp for your Blue Goose Passport. Once you earn 30 stamps, you willbe able to access the “Final Assessment” where you will be asked to write a draft compatibility determination for review and approval by yoursupervisor. Your supervisor must then go into DOI Learn and mark you as complete. The job aid for doing so can be found athttp://training.fws.gov/courses/CLM/CLM2113/content/Supervisor_Guidance.pdf.  When you are marked as complete, you can print yourcertificate and receive full credit for the course.Objectives:Given a proposal for a use, determine if it is a refuge use.Given a proposal for a refuge use, determine if the use is appropriate.Given an appropriate use, determine if a compatibility determination is required.Given a proposal for a refuge use that is both appropriate and requires a compatibility determination, complete requireddocumentation and prepare a draft compatibility determination.Target Audience: U.S. Fish & Wildlife Service project leaders, refuge managers, biologists, visitor services managers, and other refuge staff whoare tasked with preparing appropriate use findings and compatibility determinations.",Refuge Land Policy,Wildlife Biology,Decision Support,Manages and Organizes Information,Planning and Evaluating,Decision Making,Ecology,Requirements Analysis,Conflict Management (‡),Forest Management,Information Management,0.22017076600000002,0.19939737,0.172387764,0.17198734,0.167928159,0.162748113,0.160581738,0.154133946,0.135977566,0.132685781
134,ALC3159,USFWS/USGS Structured Decision Making Workshops,"This workshop provides participants with skills required to develop structured approaches to natural resources decisions. Participants will beexposed to the concepts of critical thinking, logic, and decision analysis. The workshop emphasizes experiential learning combining mentoringlectures, exercises, case illustrations, and discussion. Objectives: Understand the concepts and demonstrate the application of decision analysis and critical thinking techniques by providing participants withknowledge to decompose problems, analyze information, express uncertainty and use methods for addressing uncertainty in decisions, reachdefensible conclusions, and prepare documents that describe process and reasoning that supports decisions. Understand various decision tools to fit different decision problems, such as decision trees, multiple objective ranking techniques, and using expertpanels. Target Audience: Biologists, managers, and decision makers with the responsibility to prepare, evaluate, or make decisions using scientifically-based naturalresources information. Workshop content is geared toward assisting biologists and managers working on complex problems involving uncertaintyand challenging decisions.",Decision Analysis,Decision Making,Decision Support,Organizational Performance Analysis,IT Modeling and Simulation,Requirements Analysis,Public Planning,Capital Planning and Investment Assessment,Strategic Thinking (*),Acquisition Strategy,Modeling and Simulation,0.43233820799999995,0.39116209700000004,0.323544025,0.309890449,0.283003151,0.28221365800000003,0.277365357,0.271841586,0.270813376,0.264935523
135,LED6201,Project Leader Academy,"Target audience: New Project Leaders in their first 18 months from all program areas of the Service. Assistant Project Leaders and Deputy Project Leaders may also attend on a space available basis. More experienced Project Leaders (18 months to approximately four years) may attend through Regional Recommendation. For the purposes of this program, a Project Leader is someone from any program area who is the head of a field station and where supervision of staff and budget responsibilities is required. Summary and Objectives: This competitive academy covers general knowledge and skills needed for Project Leaders* to be successful across all program areas in the Service. The focus is on effective leadership, engaging and supervising others, training and development, change management, budget and administrative requirements, developing and maintaining partnerships, and leveraging resources. Prior to the first day of class, participants must have completed an entry level supervision course such as Supervisory Skills Workshop (SSW). If the course you completed was not SSW, please complete the following prerequisite online courses: DOI-SUPV-OLT-105 - Managing Employee Performance DOI-SUPV-OLT-106 - Conduct and Performance-Based Actions Upon completion of this course, participants should be able to: Obtain and utilize 360° performance feedback to better model the practices of exemplary leadership. • Manage, lead, and develop staff so employees can achieve their full potential. • Address performance, conduct, and/or conflict situations. • Execute effective budget and finance responsibilities. • Leverage resources by developing and maintaining effective partnerships. • Understand key elements of working with Congressional staff and the media. • Apply emotional intelligence knowledge and skills to more effectively lead in times of change. • Provide and elicit feedback resulting in deeper self-awareness and continual learning. • * For the purposes of this program, a Project Leader is someone from any program area who is the head of a field station and where supervision of staff and budget responsibilities is required. For more information, please contact the PLA Course Leader, Stephanie Engle at 304-876-7344 or stephanie_engle@fws.gov.",Academies,Project Management,Leadership,Teaches Others,Teaching Others,Public Planning,Vision (*),Team Building,Vision (‡),Acquisition Strategy,Organizational Performance Analysis,0.324649364,0.318340957,0.31452682600000004,0.310362846,0.292340487,0.274255753,0.253400534,0.25282979,0.250485688,0.248151943
136,CLM4307,Refuge Management Academy,"T  OSelection of participants in this Academy is determined by a nomination process from each Regional Office. PLEASE DO NOT APPLY HERE. Discuss attendance with your supervisor, who can then provide your name to the Region to be considered for nomination. If you are nominated, your Regional Office will notify you and NCTC will follow up with enrollment information. he Refuge Management Academy provides an overview of the programs, policies, issues and mandates affecting the operation of the National Wildlife Refuge System. bjectives: 1. Demonstrate basic skills in communications, conflict resolution and negotiations, team problem solving and media relations. 2. Identify the basic concepts and procedures for refuge compatibility determinations, refuge planning strategies, and refuge budgeting. 3. Describe the National Wildlife Refuge System's role and responsibilities for endangered species, migratory birds, biological diversity, fire management, wilderness management, cultural resources, public outreach and visitor safety. 4. From a historical and current perspective, describe FWS philosophy, policy, legal mandates and goals for managing the National Wildlife Refuge System. 5. Identify various techniques, procedures and approaches that a refuge could develop and use in its resource management and public outreach programs.  Target Audience: FWS staff new to the National Wildlife Refuge System (refuge operations specialists, wildlife biologists, outdoor recreation planners, and environmental education specialists). Note: Selection of participants is determined by a nomination process by each Regional office. Contact your Regional office to inquire how to be considered for nomination to the academy.",Academies,Forest Management,Rangeland Management,Fire Management,Client Engagement/Change Management,Wildlife Biology,Conflict Management (‡),Financial Management (*),Public Planning,Leadership,Conflict Management (*),0.31984826899999996,0.31462171699999997,0.300753951,0.282828927,0.28101539600000003,0.269409388,0.26672992100000004,0.248603806,0.244147554,0.24068999300000002
